,緯度,經度,圖示,顏色,名稱,碗　　數,得獎菜色,菜　　系,評　　審,地　　址,電　　話,geometry,index_right,TOWNID,TOWNCODE,COUNTYNAME,TOWNNAME,TOWNENG,COUNTYID,COUNTYCODE,縣市,鄉鎮區
181,24.551227,120.8174,<i class='fas fa-utensils'></i>,#198754,阿蘭姊小吃店,&#127836; (1碗),水晶餃,客家,謝維智,360苗栗縣苗栗市新苗街61巷49號,03 732 1677,POINT (120.8174 24.551227),47,K01,10005010,苗栗縣,苗栗市,Miaoli City,K,10005,苗栗縣,苗栗市
182,24.553413,120.816712,<i class='fas fa-utensils'></i>,#198754,南苗三姊妹早餐,&#127836; (1碗),炒麵,台式,劉克襄,苗栗縣苗栗市光復路、日新街交叉路口,,POINT (120.816712 24.553413),47,K01,10005010,苗栗縣,苗栗市,Miaoli City,K,10005,苗栗縣,苗栗市
183,24.409428,120.799146,<i class='fas fa-utensils'></i>,#198754,春田窯,&#127836; (1碗),窯烤雞,台式,陳明珠,367苗栗縣三義鄉大坪7號,03 787 7820,POINT (120.799146 24.409428),53,K06,10005130,苗栗縣,三義鄉,Sanyi Township,K,10005,苗栗縣,三義鄉
184,24.685204,120.876926,<i class='fas fa-utensils'></i>,#198754,香香意麵,&#127836; (1碗),意麵＋嘴邊肉湯,台式,吳庭安,350苗栗縣竹南鎮延平路68-1號,0917 757 732,POINT (120.876926 24.685204),164,K09,10005040,苗栗縣,竹南鎮,Zhunan Township,K,10005,苗栗縣,竹南鎮
185,24.687869,120.877743,<i class='fas fa-utensils'></i>,#198754,陳記台南碗粿,&#127836; (1碗),碗粿＋豬血湯,台式,劉克襄,350苗栗縣竹南鎮自由街64號350,03 747 6555,POINT (120.877743 24.687869),164,K09,10005040,苗栗縣,竹南鎮,Zhunan Township,K,10005,苗栗縣,竹南鎮
186,24.418766,120.773532,<i class='fas fa-utensils'></i>,#198754,蒸烹派餐廳,&#127836; (1碗),草仔粿,客家,鄒駿昇,367苗栗縣三義鄉13鄰5之5號一樓,03 787 6482,POINT (120.773532 24.418766),53,K06,10005130,苗栗縣,三義鄉,Sanyi Township,K,10005,苗栗縣,三義鄉
187,24.472364,120.830314,<i class='fas fa-utensils'></i>,#198754,福樂麵店,&#127836; (1碗),炒粄條,客家,陳明珠,363苗栗縣公館鄉福基村121號,03 722 4455,POINT (120.830314 24.472364),50,K04,10005090,苗栗縣,公館鄉,Gongguan Township,K,10005,苗栗縣,公館鄉
188,24.488816,120.787528,<i class='fas fa-utensils'></i>,#198754,銅鑼蛋餅,&#127836; (1碗),蛋餅,台式,劉克襄,366苗栗縣銅鑼鄉銅鑼街30號,,POINT (120.787528 24.488816),51,K05,10005100,苗栗縣,銅鑼鄉,Tongluo Township,K,10005,苗栗縣,銅鑼鄉
189,24.562848,120.834024,<i class='fas fa-utensils'></i>,#198754,邀悅膳館,&#127836; (1碗),爌肉,客家,陳明珠,360苗栗縣苗栗市玉清路玉清二街20號,03 733 1169,POINT (120.834024 24.562848),47,K01,10005010,苗栗縣,苗栗市,Miaoli City,K,10005,苗栗縣,苗栗市
190,24.716387,121.097376,<i class='fas fa-utensils'></i>,#198754,好所在客家美食館,&#127836; (1碗),客家鹹湯圓,客家,溫士凱,310新竹縣竹東鎮東峰路228號,03 596 2978,POINT (121.097376 24.716387),31,J02,10004020,新竹縣,竹東鎮,Zhudong Township,J,10004,新竹縣,竹東鎮
191,24.151932,120.660269,<i class='fas fa-utensils'></i>,#198754,功夫上海手工魚丸,&#127836;&#127836;&#127836; (3碗),上海蔥油拌麵、白滷豆干,中式,Nobu Lee、廖乙哲、馬世芳,403台中市西區中美街380號,0932 618 038,POINT (120.660269 24.151932),327,B04,66000040,臺中市,西區,West District,B,66000,臺中市,西區
192,24.076224,120.540109,<i class='fas fa-utensils'></i>,#198754,阿添蛤仔麵,&#127836;&#127836;&#127836; (3碗),蛤仔麵、骨仔肉湯,台式,沈方正、葉怡蘭、謝忠道,500彰化縣彰化市民族路455號,04 726 4655,POINT (120.540109 24.076224),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
193,24.13963,120.680058,<i class='fas fa-utensils'></i>,#198754,上海未名酸梅湯麵點,&#127836;&#127836; (2碗),酸菜麵、豬排麵,中式,4foodie、謝維智,400台中市中區市府路69號,04 2225 0377,POINT (120.680058 24.13963),326,B01,66000010,臺中市,中區,Central District,B,66000,臺中市,中區
194,24.14981,120.658359,<i class='fas fa-utensils'></i>,#198754,湖南味牛肉麵,&#127836;&#127836; (2碗),陽春麵,台式,謝忠道、林裕森,403台中市西區華美街303-7號,04 2301 7077,POINT (120.658359 24.14981),327,B04,66000040,臺中市,西區,West District,B,66000,臺中市,西區
195,24.147028,120.64825,<i class='fas fa-utensils'></i>,#198754,台中藏阿胖烘焙麵包坊,&#127836;&#127836; (2碗),蔥麵包,台式,吳寶春、鄒駿昇,408台中市南屯區大英西二街71號,04 2328 3829,POINT (120.64825 24.147028),328,B07,66000070,臺中市,南屯區,Nantun District,B,66000,臺中市,南屯區
196,24.085352,120.543249,<i class='fas fa-utensils'></i>,#198754,阿三肉圓,&#127836;&#127836; (2碗),肉圓、干貝肉圓,台式,謝忠道、Nick Wu吳盈憲,500彰化縣彰化市三民路242號,04 724 0095,POINT (120.543249 24.085352),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
197,24.080262,120.54162,<i class='fas fa-utensils'></i>,#198754,泉焢肉飯,&#127836;&#127836; (2碗),焢肉飯,台式,徐天麟、江振誠,500彰化縣彰化市成功路216號,04 728 1979,POINT (120.54162 24.080262),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
198,24.165271,120.664522,<i class='fas fa-utensils'></i>,#198754,丁記炸粿,&#127836; (1碗),蚵爹,台式,林恬耀,407台中市西屯區華美西街二段27號,0915 581 831,POINT (120.664522 24.165271),330,B06,66000060,臺中市,西屯區,Xitun District,B,66000,臺中市,西屯區
199,24.151259,120.655864,<i class='fas fa-utensils'></i>,#198754,三回,&#127836; (1碗),兩種乳酪肉鬆,台式,鄒駿昇,403台中市西區精誠十五街22號,0911 162 601,POINT (120.655864 24.151259),327,B04,66000040,臺中市,西區,West District,B,66000,臺中市,西區
200,24.15371,120.648913,<i class='fas fa-utensils'></i>,#198754,上海灘租界地,&#127836; (1碗),紅燒牛腩飯,台式,鄒駿昇,408台中市南屯區大業路244號,04 2323 8333,POINT (120.648913 24.15371),328,B07,66000070,臺中市,南屯區,Nantun District,B,66000,臺中市,南屯區
201,24.223995,120.64944,<i class='fas fa-utensils'></i>,#198754,大雅無名麵攤臭豆腐,&#127836; (1碗),臭豆腐＋陽春麵,台式,Lulu黃路梓茵,428台中市大雅區學府路275號,,POINT (120.64944 24.223995),41,B18,66000180,臺中市,大雅區,Daya District,B,66000,臺中市,大雅區
202,24.224999,120.649396,<i class='fas fa-utensils'></i>,#198754,大雅萬丹紅豆餅豐仁冰,&#127836; (1碗),車輪餅、豐仁冰,台式,Lulu黃路梓茵,428台中市大雅區大榮街8號,0916 261 390,POINT (120.649396 24.224999),41,B18,66000180,臺中市,大雅區,Daya District,B,66000,臺中市,大雅區
203,24.153494,120.648922,<i class='fas fa-utensils'></i>,#198754,小初店,&#127836; (1碗),招牌滷肉飯,台式,林恬耀,408台中市南屯區大業路243號,04 2310 0700,POINT (120.648922 24.153494),328,B07,66000070,臺中市,南屯區,Nantun District,B,66000,臺中市,南屯區
204,24.133771,120.688164,<i class='fas fa-utensils'></i>,#198754,天津苟不理湯包,&#127836; (1碗),湯包,台式,劉書甫,401台中市東區信義街63號,04 2220 1790,POINT (120.688164 24.133771),360,B02,66000020,臺中市,東區,East District,B,66000,臺中市,東區
205,24.16164,120.634071,<i class='fas fa-utensils'></i>,#198754,台南蘇無刺虱目魚,&#127836; (1碗),虱目魚湯、煎虱目魚肚,台式,林恬耀,407台中市西屯區市政路588號,04 2259 1050,POINT (120.634071 24.16164),330,B06,66000060,臺中市,西屯區,Xitun District,B,66000,臺中市,西屯區
206,24.144572,120.680254,<i class='fas fa-utensils'></i>,#198754,四季春甜食店,&#127836; (1碗),四神冰,台式,江振誠,400台中市中區光復路108號,04 2227 4326,POINT (120.680254 24.144572),326,B01,66000010,臺中市,中區,Central District,B,66000,臺中市,中區
207,24.15135,120.648807,<i class='fas fa-utensils'></i>,#198754,旬魚,&#127836; (1碗),握壽司,日式,鄒駿昇,408台中市南屯區大英街414號,04 2320 2536,POINT (120.648807 24.15135),328,B07,66000070,臺中市,南屯區,Nantun District,B,66000,臺中市,南屯區
208,24.14266,120.678795,<i class='fas fa-utensils'></i>,#198754,李海魯肉飯,&#127836; (1碗),腳筋飯,台式,馬世芳,400台中市中區三民路二段85號98攤位,04 2226 0180,POINT (120.678795 24.14266),326,B01,66000010,臺中市,中區,Central District,B,66000,臺中市,中區
209,24.146799,120.663939,<i class='fas fa-utensils'></i>,#198754,東引釣客,&#127836; (1碗),墨魚香腸,台式,劉書甫,403台中市西區向上路一段96-2號,04 2301 1931,POINT (120.663939 24.146799),327,B04,66000040,臺中市,西區,West District,B,66000,臺中市,西區
210,24.136367,120.666163,<i class='fas fa-utensils'></i>,#198754,東佳牛肉麵館,&#127836; (1碗),清燉半筋半肉牛肉麵,台式,林恬耀,403台中市西區公舘路265號,04 2375 6272,POINT (120.666163 24.136367),327,B04,66000040,臺中市,西區,West District,B,66000,臺中市,西區
211,24.148486,120.660369,<i class='fas fa-utensils'></i>,#198754,阿川鵝肉,&#127836; (1碗),鵝肉切盤(部位「中」),台式,劉書甫,403台中市西區中美街242號,04 2305 8670,POINT (120.660369 24.148486),327,B04,66000040,臺中市,西區,West District,B,66000,臺中市,西區
212,24.138322,120.644997,<i class='fas fa-utensils'></i>,#198754,品味香麵攤,&#127836; (1碗),滷味,台式,劉克襄,408台中市南屯區南屯路二段430巷8之1號,0919 862 875,POINT (120.644997 24.138322),328,B07,66000070,臺中市,南屯區,Nantun District,B,66000,臺中市,南屯區
213,24.148374,120.666789,<i class='fas fa-utensils'></i>,#198754,珍品小吃 米粉/芋頭,&#127836; (1碗),米粉芋,台式,沈方正,403台中市西區模範街20-1號,04 2301 3482,POINT (120.666789 24.148374),327,B04,66000040,臺中市,西區,West District,B,66000,臺中市,西區
214,24.155623,120.674459,<i class='fas fa-utensils'></i>,#198754,英才大麵羹,&#127836; (1碗),大麵羹,台式,Lulu黃路梓茵,404台中市北區英才路215號,04 2201 1718,POINT (120.674459 24.155623),329,B05,66000050,臺中市,北區,North District,B,66000,臺中市,北區
215,24.141361,120.682465,<i class='fas fa-utensils'></i>,#198754,范記金之園草袋飯（總店）,&#127836; (1碗),酥嫩雞腿,台式,鄒駿昇,400台中市中區成功路170號,04 2220 7388,POINT (120.682465 24.141361),326,B01,66000010,臺中市,中區,Central District,B,66000,臺中市,中區
216,24.171063,120.683619,<i class='fas fa-utensils'></i>,#198754,徐家莊手打麵,&#127836; (1碗),番茄牛肉麵,台式,林恬耀,406台中市北屯區北平路三段135號,04 2230 1838,POINT (120.683619 24.171063),331,B08,66000080,臺中市,北屯區,Beitun District,B,66000,臺中市,北屯區
217,24.137935,120.676607,<i class='fas fa-utensils'></i>,#198754,乾麵酸菜湯老店,&#127836; (1碗),乾麵 + 綜合湯,台式,劉書甫,台中市西區民生路41之3號,04 2229 5856,POINT (120.676607 24.137935),327,B04,66000040,臺中市,西區,West District,B,66000,臺中市,西區
218,24.218688,120.723838,<i class='fas fa-utensils'></i>,#198754,現採炭烤玉米,&#127836; (1碗),炭烤玉米,台式,鄒駿昇,427台中市潭子區豐興路二段558號,0938 992 786,POINT (120.723838 24.218688),332,B17,66000170,臺中市,潭子區,Tanzi District,B,66000,臺中市,潭子區
219,24.138191,120.671482,<i class='fas fa-utensils'></i>,#198754,蚵仔粥,&#127836; (1碗),蚵仔粥、燒肉肉捲,台式,林恬耀,403台中市西區樂群街80號,04 2372 7798,POINT (120.671482 24.138191),327,B04,66000040,臺中市,西區,West District,B,66000,臺中市,西區
220,24.139165,120.672047,<i class='fas fa-utensils'></i>,#198754,陳記蚵仔麵線,&#127836; (1碗),蚵仔麵線,台式,林恬耀,403台中市西區自立街21-1號,04 2371 5897,POINT (120.672047 24.139165),327,B04,66000040,臺中市,西區,West District,B,66000,臺中市,西區
221,24.14574,120.682165,<i class='fas fa-utensils'></i>,#198754,頂吉古早味火雞肉飯,&#127836; (1碗),火雞肉飯,台式,4foodie,400台中市中區三民路三段57號,04 2223 8667,POINT (120.682165 24.14574),329,B05,66000050,臺中市,北區,North District,B,66000,臺中市,北區
222,24.224111,120.649099,<i class='fas fa-utensils'></i>,#198754,頂好炸雞,&#127836; (1碗),紅糟肉,台式,Lulu黃路梓茵,428台中市大雅區大雅路50號（大雅市場內）,,POINT (120.649099 24.224111),41,B18,66000180,臺中市,大雅區,Daya District,B,66000,臺中市,大雅區
223,24.161616,120.677977,<i class='fas fa-utensils'></i>,#198754,魚麗共同廚房,&#127836; (1碗),私房雞肉飯（簑衣黃瓜、麥色琵琶蝦）,台式,米力,404020台中市北區德化街417號,04 2225 9811,POINT (120.677977 24.161616),329,B05,66000050,臺中市,北區,North District,B,66000,臺中市,北區
224,24.249715,120.718723,<i class='fas fa-utensils'></i>,#198754,新金樹肉丸,&#127836; (1碗),肉丸,台式,鄒駿昇,420台中市豐原區府前街57號,,POINT (120.718723 24.249715),217,B09,66000090,臺中市,豐原區,Fengyuan District,B,66000,臺中市,豐原區
225,24.251136,120.719194,<i class='fas fa-utensils'></i>,#198754,廟東清水排骨麵,&#127836; (1碗),排骨湯,台式,Nick Wu吳盈憲,420台中市豐原區中正路167巷2之10號,04 2523 3704,POINT (120.719194 24.251136),217,B09,66000090,臺中市,豐原區,Fengyuan District,B,66000,臺中市,豐原區
226,24.251588,120.719222,<i class='fas fa-utensils'></i>,#198754,廟東菱角酥,&#127836; (1碗),菱角酥,台式,林恬耀,420台中市豐原區中正路167巷1號,,POINT (120.719222 24.251588),217,B09,66000090,臺中市,豐原區,Fengyuan District,B,66000,臺中市,豐原區
227,24.161259,120.692076,<i class='fas fa-utensils'></i>,#198754,鮮魚鱻蝦仁飯,&#127836; (1碗),蝦仁飯,台式,林恬耀,404台中市北區北屯路75號,04 2235 1186,POINT (120.692076 24.161259),329,B05,66000050,臺中市,北區,North District,B,66000,臺中市,北區
228,24.147651,120.663265,<i class='fas fa-utensils'></i>,#198754,繡球,&#127836; (1碗),獅子頭酸白菜雞湯麵,台式,顧瑋,403台中市西區中興街102號,0975 892 139,POINT (120.663265 24.147651),327,B04,66000040,臺中市,西區,West District,B,66000,臺中市,西區
229,24.252259,120.726386,<i class='fas fa-utensils'></i>,#198754,豐原排骨麵店,&#127836; (1碗),排骨麵,台式,鄒駿昇,420台中市豐原區向陽路179號,0910 324 635,POINT (120.726386 24.252259),217,B09,66000090,臺中市,豐原區,Fengyuan District,B,66000,臺中市,豐原區
230,24.14095,120.679324,<i class='fas fa-utensils'></i>,#198754,鵝城,&#127836; (1碗),煙燻鵝,台式,劉書甫,400台中市中區中山路175巷4號1樓,04 2227 4330,POINT (120.679324 24.14095),326,B01,66000010,臺中市,中區,Central District,B,66000,臺中市,中區
231,24.145105,120.651587,<i class='fas fa-utensils'></i>,#198754,麵哥麵嫂,&#127836; (1碗),雞捲丸子湯,台式,陳陸寬,403台中市西區向上南路一段218號,0920 498 088,POINT (120.651587 24.145105),327,B04,66000040,臺中市,西區,West District,B,66000,臺中市,西區
232,24.166558,120.691472,<i class='fas fa-utensils'></i>,#198754,饕食館,&#127836; (1碗),鮮蝦抄手,台式,林恬耀,406台中市北屯區興安路一段42號,04 2238 0983,POINT (120.691472 24.166558),331,B08,66000080,臺中市,北屯區,Beitun District,B,66000,臺中市,北屯區
233,23.944219,120.694627,<i class='fas fa-utensils'></i>,#198754,一滴水麵館,&#127836; (1碗),高鈣軟骨麵,台式,范承宗,540南投縣南投市仁德路26號,04 9239 4329,POINT (120.694627 23.944219),78,M01,10008010,南投縣,南投市,Nantou City,M,10008,南投縣,南投市
234,23.982858,120.683391,<i class='fas fa-utensils'></i>,#198754,大觀市場爌肉飯糰,&#127836; (1碗),爌肉飯糰,台式,范承宗,542南投縣草屯鎮中山街409號,0933 199 943,POINT (120.683391 23.982858),80,M03,10008030,南投縣,草屯鎮,Caotun Township,M,10008,南投縣,草屯鎮
235,23.972206,120.683374,<i class='fas fa-utensils'></i>,#198754,太清宮蛋餅,&#127836; (1碗),蛋餅,台式,范承宗,542南投縣草屯鎮太平路二段118號,0926 118 847,POINT (120.683374 23.972206),80,M03,10008030,南投縣,草屯鎮,Caotun Township,M,10008,南投縣,草屯鎮
236,23.978387,120.682814,<i class='fas fa-utensils'></i>,#198754,久味大姐手工麻糬（中山店）,&#127836; (1碗),花生麻糬,台式,范承宗,542南投縣草屯鎮中山街201號,04 9233 3996,POINT (120.682814 23.978387),80,M03,10008030,南投縣,草屯鎮,Caotun Township,M,10008,南投縣,草屯鎮
237,23.950366,120.693217,<i class='fas fa-utensils'></i>,#198754,王品桂花酸梅湯,&#127836; (1碗),酸梅湯,台式,范承宗,540南投縣南投市光華路88號,04 9233 5888,POINT (120.693217 23.950366),78,M01,10008010,南投縣,南投市,Nantou City,M,10008,南投縣,南投市
238,23.944933,120.697251,<i class='fas fa-utensils'></i>,#198754,正典牛乳大王,&#127836; (1碗),三明治冰磚,台式,范承宗,540南投縣南投市光榮西路一街11號,0937 263 985,POINT (120.697251 23.944933),78,M01,10008010,南投縣,南投市,Nantou City,M,10008,南投縣,南投市
239,23.834926,120.635081,<i class='fas fa-utensils'></i>,#198754,阿花扣仔嗲,&#127836; (1碗),炸蒜花,台式,愛吃鬼芸芸,551南投縣名間鄉松柏街8號,04 9258 3668,POINT (120.635081 23.834926),83,M06,10008060,南投縣,名間鄉,Mingjian Township,M,10008,南投縣,名間鄉
240,23.834829,120.702387,<i class='fas fa-utensils'></i>,#198754,阿龍扣仔嗲,&#127836; (1碗),蚵嗲,台式,Nick Wu吳盈憲,551南投縣名間鄉南雅街29之8號,04 9273 0010,POINT (120.702387 23.834829),83,M06,10008060,南投縣,名間鄉,Mingjian Township,M,10008,南投縣,名間鄉
241,23.96233,120.96473,<i class='fas fa-utensils'></i>,#198754,阿鳳傳統米食,&#127836; (1碗),芋粿,中式,林裕森,545南投縣埔里鎮河南路219號,04 9299 8487,POINT (120.96473 23.96233),79,M02,10008020,南投縣,埔里鎮,Puli Township,M,10008,南投縣,埔里鎮
242,23.979484,120.685704,<i class='fas fa-utensils'></i>,#198754,品昇蒸餃世家,&#127836; (1碗),木鬚炒麵,台式,范承宗,542南投縣草屯鎮青雲街19號,04 9230 1613,POINT (120.685704 23.979484),80,M03,10008030,南投縣,草屯鎮,Caotun Township,M,10008,南投縣,草屯鎮
243,23.945654,120.691776,<i class='fas fa-utensils'></i>,#198754,茴香館餃子宴,&#127836; (1碗),茴香水餃,台式,范承宗,540南投縣南投市仁義路37號,04 9239 0216,POINT (120.691776 23.945654),78,M01,10008010,南投縣,南投市,Nantou City,M,10008,南投縣,南投市
244,23.959712,120.97032,<i class='fas fa-utensils'></i>,#198754,普里鹹油條,&#127836; (1碗),鹹油條,台式,劉克襄,545南投縣埔里鎮南興街9之10號,0980 557 455,POINT (120.97032 23.959712),79,M02,10008020,南投縣,埔里鎮,Puli Township,M,10008,南投縣,埔里鎮
245,23.980423,120.684836,<i class='fas fa-utensils'></i>,#198754,榕樹下扣仔嗲,&#127836; (1碗),蚵嗲,台式,范承宗,542南投縣草屯鎮玉峰街92號,0937 432 391,POINT (120.684836 23.980423),80,M03,10008030,南投縣,草屯鎮,Caotun Township,M,10008,南投縣,草屯鎮
246,23.977975,120.68561,<i class='fas fa-utensils'></i>,#198754,輝鴻蚵仔煎,&#127836; (1碗),蚵仔炒飯,台式,范承宗,542南投縣草屯鎮碧山路62號,04 9230 7526,POINT (120.68561 23.977975),80,M03,10008030,南投縣,草屯鎮,Caotun Township,M,10008,南投縣,草屯鎮
247,23.811804,120.616379,<i class='fas fa-utensils'></i>,#198754,二水國小炒麵（國小前麵）,&#127836; (1碗),炒麵＋油豆腐,台式,劉克襄,530彰化縣二水鄉光文路96號,,POINT (120.616379 23.811804),71,N20,10007180,彰化縣,二水鄉,Ershui Township,N,10007,彰化縣,二水鄉
248,24.076001,120.541291,<i class='fas fa-utensils'></i>,#198754,小嶋家 小卷麵線,&#127836; (1碗),蔥爆小卷,台式,謝忠道,500彰化縣彰化市成功路39號,0965 300 677,POINT (120.541291 24.076001),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
249,24.058969,120.43144,<i class='fas fa-utensils'></i>,#198754,巧味珍肉包,&#127836; (1碗),刀疤菜包,台式,陳耀訓,505彰化縣鹿港鎮中山路406號,04 776 9448,POINT (120.43144 24.058969),166,N02,10007020,彰化縣,鹿港鎮,Lukang Township,N,10007,彰化縣,鹿港鎮
250,24.085408,120.54719,<i class='fas fa-utensils'></i>,#198754,老店朱爌肉飯,&#127836; (1碗),爌肉飯,台式,謝忠道,500彰化縣彰化市中民街31號,04 723 4158,POINT (120.54719 24.085408),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
251,24.079573,120.539251,<i class='fas fa-utensils'></i>,#198754,老担阿璋肉圓,&#127836; (1碗),肉圓,台式,洪子仁,500彰化縣彰化市長安街144號,04 722 9517,POINT (120.539251 24.079573),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
252,24.082826,120.541371,<i class='fas fa-utensils'></i>,#198754,杉行碗粿,&#127836; (1碗),碗粿,台式,謝忠道,500彰化縣彰化市成功路312號,04 726 0380,POINT (120.541371 24.082826),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
253,24.08331,120.545454,<i class='fas fa-utensils'></i>,#198754,車路口肉羹,&#127836; (1碗),綜合,台式,林裕森,500彰化縣彰化市中正路一段314號,04 726 2999,POINT (120.545454 24.08331),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
254,24.05895,120.431109,<i class='fas fa-utensils'></i>,#198754,東華素食麵茶,&#127836; (1碗),麵茶剉冰,台式,陳耀訓,505彰化縣鹿港鎮中山路409號,04 776 0229,POINT (120.431109 24.05895),166,N02,10007020,彰化縣,鹿港鎮,Lukang Township,N,10007,彰化縣,鹿港鎮
255,24.057617,120.433614,<i class='fas fa-utensils'></i>,#198754,林明堂素食麵,&#127836; (1碗),乾麵加豆包,素食,陳耀訓,505彰化縣鹿港鎮介壽路三段66號,04 778 5571,POINT (120.433614 24.057617),166,N02,10007020,彰化縣,鹿港鎮,Lukang Township,N,10007,彰化縣,鹿港鎮
256,23.90036,120.367811,<i class='fas fa-utensils'></i>,#198754,阿源炸粿,&#127836; (1碗),桂圓米糕、粿炸,台式,王浩一,526彰化縣二林鎮儒林路二段458號,,POINT (120.367811 23.90036),72,N08,10007200,彰化縣,二林鎮,Erlin Township,N,10007,彰化縣,二林鎮
257,24.081325,120.597597,<i class='fas fa-utensils'></i>,#198754,故鄉味臭豆腐,&#127836; (1碗),臭豆腐,台式,林裕森,500彰化縣彰化市彰南路三段226號,0963 253 657,POINT (120.597597 24.081325),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
258,23.959223,120.479243,<i class='fas fa-utensils'></i>,#198754,香饌胡椒餅,&#127836; (1碗),土羊肉胡椒餅,台式,顧瑋,514彰化縣溪湖鎮二溪路一段7號,0916 370 939,POINT (120.479243 23.959223),65,N06,10007110,彰化縣,溪湖鎮,Xihu Township,N,10007,彰化縣,溪湖鎮
259,24.058647,120.430003,<i class='fas fa-utensils'></i>,#198754,素珠芋丸,&#127836; (1碗),芋丸,台式,陳耀訓,505彰化縣鹿港鎮民生路68號,04 775 2212,POINT (120.430003 24.058647),166,N02,10007020,彰化縣,鹿港鎮,Lukang Township,N,10007,彰化縣,鹿港鎮
260,24.076927,120.537208,<i class='fas fa-utensils'></i>,#198754,蚵ㄚ仁,&#127836; (1碗),肉臊飯,台式,謝忠道,500彰化縣彰化市民權路245號,04 729 4220,POINT (120.537208 24.076927),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
261,24.056395,120.430069,<i class='fas fa-utensils'></i>,#198754,鹿港無名陽春麵,&#127836; (1碗),乾麵,台式,Nobu Lee,505彰化縣鹿港鎮公園一路151號,0911 795 084,POINT (120.430069 24.056395),166,N02,10007020,彰化縣,鹿港鎮,Lukang Township,N,10007,彰化縣,鹿港鎮
262,23.850269,120.504972,<i class='fas fa-utensils'></i>,#198754,喬咖啡夢想屋,&#127836; (1碗),麻油蛋麵線,台式,陳明珠,524彰化縣溪州鄉光路72號,0935 158 189,POINT (120.504972 23.850269),77,N26,10007260,彰化縣,溪州鄉,Xizhou Township,N,10007,彰化縣,溪州鄉
263,24.054471,120.43399,<i class='fas fa-utensils'></i>,#198754,楊州肉圓芋丸,&#127836; (1碗),肉圓、芋丸,台式,謝維智,505彰化縣鹿港鎮大明路,0988 776 736,POINT (120.43399 24.054471),166,N02,10007020,彰化縣,鹿港鎮,Lukang Township,N,10007,彰化縣,鹿港鎮
264,24.074401,120.548043,<i class='fas fa-utensils'></i>,#198754,彰化涼圓,&#127836; (1碗),涼圓,台式,林裕森,500彰化縣彰化市南郭路一段182號,04 724 4810,POINT (120.548043 24.074401),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
265,24.077042,120.543986,<i class='fas fa-utensils'></i>,#198754,福成素食,&#127836; (1碗),綜合湯,素食,謝忠道,500彰化縣彰化市太平街3號,04 726 6800,POINT (120.543986 24.077042),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
266,24.082848,120.550484,<i class='fas fa-utensils'></i>,#198754,龍山林碗粿,&#127836; (1碗),古早味碗粿,台式,林裕森,500彰化縣彰化市中山路二段874巷6號,04 726 6969,POINT (120.550484 24.082848),58,N01,10007010,彰化縣,彰化市,Changhua City,N,10007,彰化縣,彰化市
267,23.956863,120.573808,<i class='fas fa-utensils'></i>,#198754,霞 米苔目拉仔麵,&#127836; (1碗),米苔目,台式,劉克襄,510彰化縣員林市博愛路15號,04 834 9900,POINT (120.573808 23.956863),16,N05,10007100,彰化縣,員林市,Yuanlin City,N,10007,彰化縣,員林市
268,23.479021,120.454204,<i class='fas fa-utensils'></i>,#198754,王家祖傳本產牛雜湯,&#127836;&#127836; (2碗),牛雜湯,台式,劉書甫、馬世芳,600嘉義市東區忠孝路106號,05 223 6660,POINT (120.454204 23.479021),268,I01,10020010,嘉義市,東區,East District,I,10020,嘉義市,東區
269,23.478773,120.450253,<i class='fas fa-utensils'></i>,#198754,林聰明沙鍋魚頭,&#127836;&#127836; (2碗),火雞肉飯、沙鍋魚頭,台式,廖小子、沈玉琳,600嘉義市東區中正路361號,080 052 0166,POINT (120.450253 23.478773),268,I01,10020010,嘉義市,東區,East District,I,10020,嘉義市,東區
270,23.556312,120.4316,<i class='fas fa-utensils'></i>,#198754,正宗民雄鵝肉亭,&#127836;&#127836; (2碗),鵝肉,台式,林裕森、沈玉琳,621嘉義縣民雄鄉和平路33號,05 206 1602,POINT (120.4316 23.556312),109,Q05,10010050,嘉義縣,民雄鄉,Minxiong Township,Q,10010,嘉義縣,民雄鄉
271,23.708212,120.541456,<i class='fas fa-utensils'></i>,#198754,老街碗粿,&#127836; (1碗),蛋飯,台式,高靜玉,640雲林縣斗六市太平路122號,05 532 3093,POINT (120.541456 23.708212),91,P01,10009010,雲林縣,斗六市,Douliu City,P,10009,雲林縣,斗六市
